Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-medicinalproductinteractions,1,1,0
Cross.table-name-medicinalproductinteractions-json,1,1,0
Cross.table-name-medicinalproductinteractions-xml,1,1,0
Cross.table-name-medicinalproductmanufactureds,1,0,0
Cross.table-name-medicinalproductmanufactureds-json,1,1,0
Cross.table-name-medicinalproductmanufactureds-xml,1,1,0
Cross.table-name-medicinalproductpackageds,1,0,0
Cross.table-name-medicinalproductpackageds-json,1,0,0
Cross.table-name-medicinalproductpackageds-xml,1,1,0
Cross.table-name-medicinalproductpharmaceuticals,1,0,0
Cross.table-name-medicinalproductpharmaceuticals-json,1,0,0
Cross.table-name-medicinalproductpharmaceuticals-xml,1,0,0
Cross.table-name-medicinalproducts,1,0,0
Cross.table-name-medicinalproducts-json,1,1,0
Cross.table-name-medicinalproducts-xml,1,1,0
Cross.table-name-medicinalproductundesirableeffects,1,0,0
Cross.table-name-medicinalproductundesirableeffects-json,1,1,0
Cross.table-name-medicinalproductundesirableeffects-xml,1,1,0
Cross.table-name-messagedefinitions,1,1,0
Cross.table-name-messagedefinitions-json,1,1,0
Cross.table-name-messagedefinitions-xml,1,1,0
Cross.table-name-messageheaders,1,0,0
Cross.table-name-messageheaders-json,1,0,0
Cross.table-name-messageheaders-xml,1,0,0
Cross.table-name-molecularsequences,1,0,0
Cross.table-name-molecularsequences-json,1,0,0
Cross.table-name-molecularsequences-xml,1,1,0
Cross.table-name-namingsystems,1,0,0
Cross.table-name-namingsystems-json,1,0,0
Cross.table-name-namingsystems-xml,1,0,0
Cross.table-name-nutritionorders,1,1,0
Cross.table-name-nutritionorders-json,1,1,0
Cross.table-name-nutritionorders-xml,1,1,0
Cross.table-name-observationdefinitions,1,0,0
Cross.table-name-observationdefinitions-json,1,0,0
Cross.table-name-observationdefinitions-xml,1,1,0
Cross.table-name-observations,1,0,1081
Cross.table-name-observations-json,1,0,1106
Cross.table-name-observations-xml,1,1,1101
Cross.table-name-operationdefinitions,1,1,0
Cross.table-name-operationdefinitions-json,1,1,0
Cross.table-name-operationdefinitions-xml,1,2,0
Cross.table-name-operationoutcomes,1,1,0
Cross.table-name-operationoutcomes-json,1,1,0
Cross.table-name-operationoutcomes-xml,1,1,0
Cross.table-name-organizationaffiliations,1,0,0
Cross.table-name-organizationaffiliations-json,1,0,0
Cross.table-name-organizationaffiliations-xml,1,0,0
Cross.table-name-organizations,1,0,1312
Cross.table-name-organizations-json,1,0,1362
Cross.table-name-organizations-xml,1,0,1352
Cross.table-name-parameters,1,0,0
Cross.table-name-parameters-json,1,0,0
Cross.table-name-parameters-xml,1,0,0
Cross.table-name-patients,1,0,3468
Cross.table-name-patients-json,1,0,3563
Cross.table-name-patients-xml,1,1,3544
Cross.table-name-paymentnotices,1,0,0
Cross.table-name-paymentnotices-json,1,0,0
Cross.table-name-paymentnotices-xml,1,0,0
Cross.table-name-paymentreconciliations,1,0,0
Cross.table-name-paymentreconciliations-json,1,1,0
Cross.table-name-paymentreconciliations-xml,1,1,0
Cross.table-name-people,1,0,0
Cross.table-name-people-json,1,0,0
Cross.table-name-people-xml,1,0,0
Cross.table-name-plandefinitions,1,1,0
Cross.table-name-plandefinitions-json,1,1,0
Cross.table-name-plandefinitions-xml,1,1,0
Cross.table-name-practitionerroles,1,1,925
Cross.table-name-practitionerroles-json,1,1,950
Cross.table-name-practitionerroles-xml,1,1,945
Cross.table-name-practitioners,1,1,1080
Cross.table-name-practitioners-json,1,1,1110
Cross.table-name-practitioners-xml,1,2,1104
Cross.table-name-procedures,1,0,492
Cross.table-name-procedures-json,1,1,507
Cross.table-name-procedures-xml,1,1,504
Cross.table-name-provenances,1,0,0
Cross.table-name-provenances-json,1,0,0
Cross.table-name-provenances-xml,1,0,0
Cross.table-name-questionnaireresponses,1,0,0
Cross.table-name-questionnaireresponses-json,1,0,0
Cross.table-name-questionnaireresponses-xml,1,0,0
Cross.table-name-questionnaires,1,1,0
Cross.table-name-questionnaires-json,1,1,0
Cross.table-name-questionnaires-xml,1,1,0
Cross.table-name-relatedpeople,1,0,922
Cross.table-name-relatedpeople-json,1,0,947
Cross.table-name-relatedpeople-xml,1,0,942
Cross.table-name-requestgroups,1,0,0
Cross.table-name-requestgroups-json,1,0,0
Cross.table-name-requestgroups-xml,1,1,0
Cross.table-name-requirements,1,1,0
Cross.table-name-requirements-json,1,1,0
Cross.table-name-requirements-xml,1,1,0
Cross.table-name-researchdefinitions,1,0,0
Cross.table-name-researchdefinitions-json,1,0,0
Cross.table-name-researchdefinitions-xml,1,0,0
Cross.table-name-researchelementdefinitions,1,1,0
Cross.table-name-researchelementdefinitions-json,1,1,0
Cross.table-name-researchelementdefinitions-xml,1,1,0
Cross.table-name-researchstudies,1,0,0
Cross.table-name-researchstudies-json,1,0,0
Cross.table-name-researchstudies-xml,1,1,0
Cross.table-name-researchsubjects,1,1,0
Cross.table-name-researchsubjects-json,1,1,0
Cross.table-name-researchsubjects-xml,1,1,0
Cross.table-name-riskassessments,1,0,0
Cross.table-name-riskassessments-json,1,1,0
Cross.table-name-riskassessments-xml,1,1,0
Cross.table-name-riskevidencesyntheses,1,0,0
Cross.table-name-riskevidencesyntheses-json,1,0,0
Cross.table-name-riskevidencesyntheses-xml,1,0,0
Cross.table-name-schedules,1,1,0
Cross.table-name-schedules-json,1,1,0
Cross.table-name-schedules-xml,1,2,0
Cross.table-name-searchparameters,1,1,934
Cross.table-name-searchparameters-json,1,1,954
Cross.table-name-searchparameters-xml,1,1,950
Cross.table-name-servicerequests,1,1,409
Cross.table-name-servicerequests-json,1,1,419
Cross.table-name-servicerequests-xml,1,2,417
Cross.table-name-slots,1,0,0
Cross.table-name-slots-json,1,1,0
Cross.table-name-slots-xml,1,1,0
Cross.table-name-specimen,1,1,152
Cross.table-name-specimen-json,1,1,157
Cross.table-name-specimen-xml,1,1,156
Cross.table-name-specimendefinitions,1,0,0
Cross.table-name-specimendefinitions-json,1,0,0
Cross.table-name-specimendefinitions-xml,1,0,0
Cross.table-name-structuredefinitions,1,18,61904
Cross.table-name-structuredefinitions-json,1,19,62449
Cross.table-name-structuredefinitions-xml,1,20,62340
Cross.table-name-structuremaps,1,0,0
Cross.table-name-structuremaps-json,1,0,0
Cross.table-name-structuremaps-xml,1,0,0
Cross.table-name-subscriptions,1,0,0
Cross.table-name-subscriptions-json,1,0,0
Cross.table-name-subscriptions-xml,1,1,0
Cross.table-name-subscriptiontopics,1,0,0
Cross.table-name-subscriptiontopics-json,1,0,0
Cross.table-name-subscriptiontopics-xml,1,0,0
Cross.table-name-substancenucleicacids,1,0,0
Cross.table-name-substancenucleicacids-json,1,1,0
Cross.table-name-substancenucleicacids-xml,1,1,0
Cross.table-name-substancepolymers,1,0,0
Cross.table-name-substancepolymers-json,1,0,0
Cross.table-name-substancepolymers-xml,1,0,0
Cross.table-name-substanceproteins,1,0,0
Cross.table-name-substanceproteins-json,1,1,0
Cross.table-name-substanceproteins-xml,1,1,0
Cross.table-name-substancereferenceinformations,1,0,0
Cross.table-name-substancereferenceinformations-json,1,0,0
Cross.table-name-substancereferenceinformations-xml,1,1,0
Cross.table-name-substances,1,0,328
Cross.table-name-substances-json,1,0,338
Cross.table-name-substances-xml,1,1,336
Cross.table-name-substancesourcematerials,1,1,0
Cross.table-name-substancesourcematerials-json,1,1,0
Cross.table-name-substancesourcematerials-xml,1,1,0
Cross.table-name-substancespecifications,1,1,0
Cross.table-name-substancespecifications-json,1,1,0
Cross.table-name-substancespecifications-xml,1,1,0
Cross.table-name-supplydeliveries,1,1,0
Cross.table-name-supplydeliveries-json,1,1,0
Cross.table-name-supplydeliveries-xml,1,2,0
Cross.table-name-supplyrequests,1,0,0
Cross.table-name-supplyrequests-json,1,0,0
Cross.table-name-supplyrequests-xml,1,1,0
Cross.table-name-tasks,1,0,0
Cross.table-name-tasks-json,1,0,0
Cross.table-name-tasks-xml,1,1,0
Cross.table-name-terminologycapabilities,1,0,0
Cross.table-name-terminologycapabilities-json,1,0,0
Cross.table-name-terminologycapabilities-xml,1,1,0
Cross.table-name-testplans,1,0,0
Cross.table-name-testplans-json,1,0,0
Cross.table-name-testplans-xml,1,1,0
Cross.table-name-testreports,1,1,0
Cross.table-name-testreports-json,1,1,0
Cross.table-name-testreports-xml,1,1,0
Cross.table-name-testscripts,1,0,0
Cross.table-name-testscripts-json,1,1,0
Cross.table-name-testscripts-xml,1,1,0
Cross.table-name-valuesets,1,3,6257
Cross.table-name-valuesets-json,1,3,6372
Cross.table-name-valuesets-xml,1,3,6349
Cross.table-name-verificationresults,1,1,0
Cross.table-name-verificationresults-json,1,1,0
Cross.table-name-verificationresults-xml,1,1,0
Cross.table-name-visionprescriptions,1,0,0
Cross.table-name-visionprescriptions-json,1,0,0
Cross.table-name-visionprescriptions-xml,1,1,0
Cross.table-namingsystems,1,0,0
Cross.table-namingsystems-json,1,1,0
Cross.table-namingsystems-xml,1,1,0
Cross.table-nutritionorders,1,0,0
Cross.table-nutritionorders-json,1,0,0
Cross.table-nutritionorders-xml,1,1,0
Cross.table-observationdefinitions,1,0,0
Cross.table-observationdefinitions-json,1,1,0
Cross.table-observationdefinitions-xml,1,1,0
Cross.table-observations,1,0,1081
Cross.table-observations-json,1,1,1106
Cross.table-observations-xml,1,1,1101
Cross.table-operationdefinitions,1,0,0
Cross.table-operationdefinitions-json,1,0,0
Cross.table-operationdefinitions-xml,1,1,0
Cross.table-operationoutcomes,1,0,0
Cross.table-operationoutcomes-json,1,1,0
Cross.table-operationoutcomes-xml,1,1,0
Cross.table-organizationaffiliations,1,0,0
Cross.table-organizationaffiliations-json,1,1,0
Cross.table-organizationaffiliations-xml,1,1,0
Cross.table-organizations,1,1,1312
Cross.table-organizations-json,1,1,1362
Cross.table-organizations-xml,1,2,1352
Cross.table-parameters,1,0,0
Cross.table-parameters-json,1,0,0
Cross.table-parameters-xml,1,1,0
Cross.table-patients,1,1,3468
Cross.table-patients-json,1,1,3563
Cross.table-patients-xml,1,1,3544
Cross.table-paymentnotices,1,0,0
Cross.table-paymentnotices-json,1,1,0
Cross.table-paymentnotices-xml,1,1,0
Cross.table-paymentreconciliations,1,0,0
Cross.table-paymentreconciliations-json,1,0,0
Cross.table-paymentreconciliations-xml,1,0,0
Cross.table-people,1,0,0
Cross.table-people-json,1,1,0
Cross.table-people-xml,1,1,0
Cross.table-plandefinitions,1,1,0
Cross.table-plandefinitions-json,1,1,0
Cross.table-plandefinitions-xml,1,1,0
Cross.table-practitionerroles,1,1,925
Cross.table-practitionerroles-json,1,1,950
Cross.table-practitionerroles-xml,1,1,945
Cross.table-practitioners,1,0,1080
Cross.table-practitioners-json,1,1,1110
Cross.table-practitioners-xml,1,1,1104
Cross.table-procedures,1,1,492
Cross.table-procedures-json,1,1,507
Cross.table-procedures-xml,1,2,504
Cross.table-profiles,1,2,20673
Cross.table-profiles-mm,1,2,24072
Cross.table-provenances,1,0,0
Cross.table-provenances-json,1,0,0
Cross.table-provenances-xml,1,1,0
Cross.table-questionnaireresponses,1,0,0
Cross.table-questionnaireresponses-json,1,1,0
Cross.table-questionnaireresponses-xml,1,1,0
Cross.table-questionnaires,1,0,0
Cross.table-questionnaires-json,1,0,0
Cross.table-questionnaires-xml,1,0,0
Cross.table-relatedpeople,1,0,922
Cross.table-relatedpeople-json,1,0,947
Cross.table-relatedpeople-xml,1,1,942
Cross.table-requestgroups,1,0,0
Cross.table-requestgroups-json,1,1,0
Cross.table-requestgroups-xml,1,1,0
Cross.table-requirements,1,0,0
Cross.table-requirements-json,1,0,0
Cross.table-requirements-xml,1,0,0
Cross.table-researchdefinitions,1,0,0
Cross.table-researchdefinitions-json,1,0,0
Cross.table-researchdefinitions-xml,1,1,0
Cross.table-researchelementdefinitions,1,0,0
Cross.table-researchelementdefinitions-json,1,0,0
Cross.table-researchelementdefinitions-xml,1,0,0
Cross.table-researchstudies,1,0,0
Cross.table-researchstudies-json,1,1,0
Cross.table-researchstudies-xml,1,1,0
Cross.table-researchsubjects,1,0,0
Cross.table-researchsubjects-json,1,0,0
Cross.table-researchsubjects-xml,1,1,0
Cross.table-riskassessments,1,0,0
Cross.table-riskassessments-json,1,0,0
Cross.table-riskassessments-xml,1,0,0
Cross.table-riskevidencesyntheses,1,0,0
Cross.table-riskevidencesyntheses-json,1,0,0
Cross.table-riskevidencesyntheses-xml,1,1,0
Cross.table-schedules,1,0,0
Cross.table-schedules-json,1,1,0
Cross.table-schedules-xml,1,1,0
Cross.table-searchparameters,1,1,934
Cross.table-searchparameters-json,1,1,954
Cross.table-searchparameters-xml,1,1,950
Cross.table-servicerequests,1,0,409
Cross.table-servicerequests-json,1,0,419
Cross.table-servicerequests-xml,1,0,417
Cross.table-slots,1,0,0
Cross.table-slots-json,1,0,0
Cross.table-slots-xml,1,0,0
Cross.table-specimen,1,0,152
Cross.table-specimen-json,1,0,157
Cross.table-specimen-xml,1,0,156
Cross.table-specimendefinitions,1,0,0
Cross.table-specimendefinitions-json,1,0,0
Cross.table-specimendefinitions-xml,1,1,0
Cross.table-structuredefinitions,1,10,61904
Cross.table-structuredefinitions-json,1,11,62449
Cross.table-structuredefinitions-xml,1,11,62340
Cross.table-structuremaps,1,0,0
Cross.table-structuremaps-json,1,0,0
Cross.table-structuremaps-xml,1,1,0
Cross.table-subscriptions,1,1,0
Cross.table-subscriptions-json,1,1,0
Cross.table-subscriptions-xml,1,1,0
Cross.table-subscriptiontopics,1,0,0
Cross.table-subscriptiontopics-json,1,0,0
Cross.table-subscriptiontopics-xml,1,1,0
Cross.table-substancenucleicacids,1,0,0
Cross.table-substancenucleicacids-json,1,0,0
Cross.table-substancenucleicacids-xml,1,0,0
Cross.table-substancepolymers,1,0,0
Cross.table-substancepolymers-json,1,0,0
Cross.table-substancepolymers-xml,1,1,0
Cross.table-substanceproteins,1,0,0
Cross.table-substanceproteins-json,1,0,0
Cross.table-substanceproteins-xml,1,1,0
Cross.table-substancereferenceinformations,1,0,0
Cross.table-substancereferenceinformations-json,1,1,0
Cross.table-substancereferenceinformations-xml,1,1,0
Cross.table-substances,1,1,328
Cross.table-substances-json,1,1,338
Cross.table-substances-xml,1,1,336
Cross.table-substancesourcematerials,1,0,0
Cross.table-substancesourcematerials-json,1,0,0
Cross.table-substancesourcematerials-xml,1,1,0
Cross.table-substancespecifications,1,0,0
Cross.table-substancespecifications-json,1,0,0
Cross.table-substancespecifications-xml,1,1,0
Cross.table-supplydeliveries,1,1,0
Cross.table-supplydeliveries-json,1,1,0
Cross.table-supplydeliveries-xml,1,2,0
Cross.table-supplyrequests,1,0,0
Cross.table-supplyrequests-json,1,1,0
Cross.table-supplyrequests-xml,1,1,0
Cross.table-tasks,1,1,0
Cross.table-tasks-json,1,1,0
Cross.table-tasks-xml,1,1,0
Cross.table-terminologycapabilities,1,1,0
Cross.table-terminologycapabilities-json,1,1,0
Cross.table-terminologycapabilities-xml,1,1,0
Cross.table-testplans,1,0,0
Cross.table-testplans-json,1,1,0
Cross.table-testplans-xml,1,1,0
Cross.table-testreports,1,0,0
Cross.table-testreports-json,1,0,0
Cross.table-testreports-xml,1,0,0
Cross.table-testscripts,1,1,0
Cross.table-testscripts-json,1,1,0
Cross.table-testscripts-xml,1,1,0
Cross.table-valuesets,1,2,6257
Cross.table-valuesets-json,1,3,6372
Cross.table-valuesets-xml,1,3,6349
Cross.table-verificationresults,1,0,0
Cross.table-verificationresults-json,1,1,0
Cross.table-verificationresults-xml,1,1,0
Cross.table-visionprescriptions,1,0,0
Cross.table-visionprescriptions-json,1,0,0
Cross.table-visionprescriptions-xml,1,1,0
Cross.valueset-list,1,3,8830
Cross.valueset-ref-all-list,1,25,107331
Cross.valueset-ref-list,1,9,45532
File.file,281,4,302248
List.list-list,6,0,897
List.list-list-simple,6,0,888
List.list-list-table,14,1,10950
Resource.contained-index,281,1,0
Resource.history,281,1,0
Resource.html,281,261,2746646
Resource.ip-statements,161,63,130360
Resource.json-html,281,2,65431
Resource.maturity,161,6,41540
Resource.status,160,14,70580
Resource.ttl-html,281,1,65712
Resource.validate,281,14,108738
Resource.xml-html,281,0,65712
StructureDefinition.-typename,109,2,1195
StructureDefinition.adl,218,14,0
StructureDefinition.changes,109,1,19842
StructureDefinition.class-table,109,70,856514
StructureDefinition.crumbs,109,4,16199
StructureDefinition.ctxts,109,2,3201
StructureDefinition.dict,109,650,7487066
StructureDefinition.dict-active,109,586,7299294
StructureDefinition.dict-diff,109,133,1629984
StructureDefinition.dict-key,109,305,4148651
StructureDefinition.dict-ms,109,24,261099
StructureDefinition.diff,218,321,5166018
StructureDefinition.diff-bindings,218,140,2160896
StructureDefinition.diff-obligations,436,69,591038
StructureDefinition.eview,218,11761,296290
StructureDefinition.example-list,109,19,18473
StructureDefinition.example-list-all,109,15,61516
StructureDefinition.example-table,109,17,30990
StructureDefinition.example-table-all,109,15,103318
StructureDefinition.expansion,109,637,10019381
StructureDefinition.experimental-warning,109,0,894
StructureDefinition.grid,109,23,394670
StructureDefinition.header,109,26,101081
StructureDefinition.inv,109,13,190035
StructureDefinition.inv-diff,109,6,38928
StructureDefinition.inv-key,109,15,177765
StructureDefinition.json-schema,109,1,10682
StructureDefinition.maps,109,584,4610611
StructureDefinition.other-versions,109,0,0
StructureDefinition.pseudo-json,109,44,1235541
StructureDefinition.pseudo-ttl,109,2,10246
StructureDefinition.pseudo-xml,109,1,9919
StructureDefinition.sd-use-context,109,7,20277
StructureDefinition.search-params,109,357,600840
StructureDefinition.shex,109,0,9919
StructureDefinition.snapshot,218,929,14053300
StructureDefinition.snapshot-bindings,218,365,7972787
StructureDefinition.snapshot-by-key,218,674,7451010
StructureDefinition.snapshot-by-key-bindings,218,232,3157543
StructureDefinition.snapshot-by-key-obligations,218,73,295519
StructureDefinition.snapshot-by-mustsupport,218,135,1620049
StructureDefinition.snapshot-by-mustsupport-bindings,218,79,501348
